GeneID	X059	X014	X026	X013	X068	X033	X072	X035	X063	X017	X016	X071	X021	X011	X076	X066	X032	X037	X082	X060	X079	X019	X096	X073	X086	X064	X003	X057	X044	X023	X056	X025	X085	X020	X007	X047	X052	X089	X074	X039	X027	X098	X070	X077	X069	X022	X050	X090	X043	X084	X055	X065	X012	X041	X058	X034	X024	X004	X091	X001	X087	X029	X042	X015	X053	X094	X088	X062	X049	X048	X061	X005	X009	X097	X095	X067	X051	X002	X006	X081	X092	X038
1	A	0.0940702877162096	1.04030937076715	-0.514303354028959	0.502620050406585	1.21577407761895	0.139112250177105	-0.0745557001193675	0.199576915972397	-2.20481076918012	1.17753853244785	-0.724089208960022	-1.35042476649011	0.0495960602360334	0.608528273992116	-0.33427449698026	0.688920337214685	0.25897260966736	-0.650214682968563	0.749047909181241	-0.483088830013866	-0.266352779519416	0.906401389528161	-0.470759367170755	0.958258474034455	0.681838790339005	-0.0532656496943819	-2.15403565444236	1.00253225358081	1.29840199353915	1.55198462151145	0.166838396254132	-0.86324856759629	-0.337330981618874	-1.41501975227985	-0.708594553996659	-0.549537341198899	-1.44883887183942	-0.157184148019239	-1.5436867534628	0.332490462976216	0.70737025685347	-1.71978982420083	-0.223970089596887	-1.4850461079779	0.27790400884052	2.01640562413202	-0.826344604884781	1.30969283667472	0.581816870969989	1.09105493656237	-0.161510749552286	-0.13164190912068	2.15859558153634	0.0343697856385556	-0.725498019590198	0.597592214543192	0.374943427669426	0.0724761398315086	1.48798225536413	1.11268927821458	-0.834142507739884	2.01735826161005	0.380288875038949	-1.0157328799242	0.547562177128117	-0.206077182710345	-0.393051460662209	-1.10603680313369	-0.139660382521606	-1.67290986909487	0.906609227036499	0.798506381749286	1.07377678783976	-0.88316750698042	0.512145951509324	0.0826170867556965	-0.544249430085529	1.719624805234	0.159310620844859	-0.979403477646394	3.73057104399997	-1.87457163382824
2	B	0.793700856155325	0.591313024070393	-1.46223987162962	-0.232693391907237	-0.918810629357871	-0.148896796362499	-1.66855253304641	1.33862600236099	-1.06133039850142	-0.199692099277464	-0.911125792883414	-0.481715860477716	1.19715203734487	1.19936747220792	-0.709619466573334	0.10600512322714	1.37083318308066	-0.370300712627892	-0.866988173835426	-0.100897452768785	1.26418146553657	0.126776954755112	-2.10589207338413	-0.40403770686668	1.01551364744613	-1.04250938827369	0.694324373909133	-0.158977256835817	-1.60737258596001	-1.6753388894143	0.123981590036695	-0.156550941947595	0.243871396464975	-1.21234952030503	-1.00703921068324	1.09992957383402	1.43934707428418	0.145339160482512	-0.96635139784232	0.0594054516449304	-0.23130604449004	1.941023141425	-0.729864093035685	-0.628673015000811	-0.460237424738231	-1.32109359124961	-0.73376159742836	-1.5209588676581	0.793928403571477	-1.21322719982118	1.88370556999573	-0.0554443213297241	0.16222536356294	0.236510434546581	-0.0591460351316182	-0.00895392544047721	0.482478406394022	0.562191026558474	-0.109711338308423	0.745793998751117	-0.371696446271875	0.451958550447874	-0.089133820855233	1.05637927439454	-0.499810566883205	-1.48187635936828	0.580128102956042	0.742341552288395	-0.03617646076526	-0.410834394373031	-0.325784497922724	-1.03033672647854	-0.358204667206679	-0.718442295574646	0.310282445412812	-1.10987543395932	-0.406195562376033	-0.295548353328861	0.353491652767476	0.404679943697058	-1.5816540539028	-0.388439869469731
3	C	-1.08832639775312	-1.72408416115313	-0.285934037403267	-1.97828900114599	0.0118003230306571	-0.931645852962283	-0.423451000670094	0.140017516297566	0.276310997026082	0.420244848406299	0.0596129866562008	0.126518691191733	1.08133969051397	-1.02779672244793	-0.251578278575908	-0.000250016135521244	-0.730654942874306	-2.30057042026577	0.65599781409659	-0.740987340493049	0.891498094683934	0.0939299795618121	-0.0141862716234217	-0.877236593629194	-0.750324788751555	0.79015463143132	0.186856961225158	0.179100444421558	-0.251964468335367	1.1959006957646	0.560092056719505	0.30623766604632	-0.639928690671092	1.05652760739691	-1.09523643494946	0.299659763918122	0.644175178472593	0.61655055851582	-0.683913022143257	-0.49710727279722	-0.975067353637583	0.380299494776124	-0.676330730802572	-0.416284463453447	-1.06849848500016	-0.329781681461576	-0.888308117232806	-0.286275301902354	0.845113517406657	0.52772919047859	-0.650085879479213	1.55453837949745	-0.0727930333475812	-0.962243905127906	0.156597357223844	-1.13580981488601	1.06088487704813	0.176583178860916	-0.505227372778422	0.408089328267449	-1.33265004938599	-0.389851815045531	1.24396263231331	0.0826738116730172	0.0456259172804761	0.772365779077499	-0.25380620860076	-0.519957394028377	-0.277535963819048	-0.0800748854295822	-0.431303395450673	1.38136644926505	1.35537271644042	0.660441373758321	0.699171281780804	1.19282231629666	-0.134329951230612	-0.545899052347656	-0.596620805298388	-0.120958137514824	1.32153149855377	-0.149085310710695
4	D	-0.573361195393328	1.21485100223249	0.27246719937913	-0.813866071078127	1.07149983994485	1.92270724358952	0.872829345413029	-0.515332628923835	-0.351941176007569	0.406038972768544	1.0631099621109	1.13124544004851	0.261261247137583	-0.184684353757727	0.0541856282782364	0.36971105004189	0.903532067315669	1.32752722865005	0.752998698658539	-0.598441530449358	0.386383719777885	-1.41646602198812	1.20920907647011	0.555560458905434	0.952163929376696	-0.357751231287137	0.526195365829659	0.8398182360604	-0.462067191066073	0.0439739732035164	-0.712118963199044	-0.0814022777890946	1.12508987147474	-0.395031239101978	-0.379473903900158	-0.354093057432579	1.22796248227226	-0.293881431775151	0.771019083951406	-1.57963454539179	-0.00555377867189353	-1.45203614535923	1.20259008181953	-0.835246995126171	0.15450491738747	1.34469644349736	-1.36295963281358	-0.507390262180422	1.36450746210165	0.40008581238586	-0.19850976753795	0.575990689214074	0.742652498894535	1.07073433604809	0.606229967792598	-0.434493434616964	-0.309723095212412	-1.16016495335076	-0.368674820701503	-0.125005516338029	-0.505564504988398	-1.00784043486351	1.42365184382582	1.65203156993636	0.708225101599545	-0.137486621372663	0.560122259284834	-0.458177811428005	-1.77987627667216	1.90570805604155	-0.404922993265993	-2.29474880257326	-0.0473639713342706	-0.578745458850779	0.480498461897004	-0.101918059928054	-0.642298294831935	1.21356481030381	-0.239767231186323	-0.865167435821076	-0.122653959272949	0.784015891890798
5	E	0.603628180899666	-0.971123288909068	-1.04851880688919	0.764138355243894	-0.199148326055256	0.301051501805924	0.19152961106814	1.48285920258981	-0.626257346436933	1.79976498620539	-1.45120326443448	0.0694381134576201	-1.00497246574066	0.625366680621714	-0.592705128180066	-0.461710348221035	-0.200671081778323	0.247307907811651	-1.16560047355284	0.489762232122587	0.457850197562409	0.50774586648638	1.62657351258984	0.989802511184822	-0.131520515166406	-1.92858699085642	0.408020874003498	-0.858999384201787	-0.567898881617869	0.0284375275878924	0.858940675726506	-0.275961240115045	-1.80596114698661	-0.656986579660934	2.08458771326341	-0.957323309837827	0.18302121406171	-0.699078811078337	-0.378900964433381	-0.187591073071817	-1.15350260046337	0.549764108532707	0.856874833162675	-0.338155535582199	-0.704742674719647	0.136864006766669	-0.77433610490226	1.31209529101447	-0.608299479405019	-0.263131211133066	1.06777350428485	-0.0332295720959128	-0.35743602400725	-0.0809367233342094	0.466656843309468	0.444583792892645	-1.47533355896453	0.548846292598916	0.608081574061577	-1.16546934469738	-0.823646179360454	0.669865733295254	0.107618973760222	0.117904067835708	0.797128370049466	0.434820786793399	-0.168573622416628	0.477410362775107	0.696624655429271	-0.756778362391757	-1.03709697312433	-0.783907451327706	-0.471562775155681	1.430147921392	-0.175452492533949	-0.82375297410631	-0.282760230918639	0.214953075365926	-0.0679251853075988	0.261154014363063	1.97410328724502	-0.673361655947804
6	F	1.52344058074191	0.650139455273853	-0.712825128276203	0.83625187331736	1.44237529848153	-1.29480001514563	0.420091277965067	2.44160418052661	-0.85245846211515	1.47267810290753	0.648257555619666	-0.232714160355446	-1.43879598350504	-1.12180986623031	1.44530224161414	0.35977786083246	0.484730755480237	0.437343284243169	-0.505840808932647	0.490490176265428	0.984311743297168	-1.49245999562013	0.701001225449212	0.727532915289334	-1.29366366985776	-0.125781683624031	0.860577978348825	-0.190750474138279	-0.0575730029742417	0.515349843578333	0.048260502464665	-0.139217053655448	1.87953472403098	-0.371699678568297	0.409145143622127	-1.03788039355732	0.116382908294284	1.23834861782574	0.374897499741336	-0.213782554736692	0.324881400991323	-1.02440680352453	1.37439183944991	0.963139229925032	0.785819681716053	-0.523827847661597	1.01366471580178	-0.323263775310497	1.50106060193455	0.488661282268857	-0.420944137030605	-0.0465563379770409	0.291037926555276	2.12317727113633	-1.86129855335495	-0.87484269542198	0.235392390251123	1.66255825853612	0.185319258822326	-0.238947883133302	-1.38838882548645	0.263391815778722	2.07638379863254	0.244243086935218	0.857196769482643	-0.295394488700508	-1.13494068494597	0.0985499137630265	-0.707644419548306	1.53947356665479	-1.389381112316	-1.4633407044193	-0.470160548871396	2.17134640123045	0.364786147126377	-0.52828646502559	-0.0774917112475146	2.33386480881476	3.38087183758293	1.454674888986	-0.698414886738024	-1.61046971602894
7	G	0.921577381002473	1.14980291221624	0.512824983701211	0.940840515458932	0.206295939072754	1.24087530287252	-0.272236838597254	0.163969654299194	0.686403879417543	-1.02452587264571	-0.063088806171999	-0.0623198806991565	0.103319852475809	-0.206718879245671	0.877970104665504	0.507162633496723	-0.386496999487751	0.0716786149079151	0.0874878222126313	0.660903929475248	0.563135850703808	-1.07385345794312	-0.934213963562639	1.05105910761089	0.424942071117094	0.0984282050629182	0.446714393190357	-1.01201543258355	0.0750158926482509	-0.0888473941837048	-1.05577691213618	0.885571525324606	-0.159535526267793	-3.04524662732431	0.73796450206375	0.691759998291936	0.0431395971214494	0.216990461688153	-0.835223518931482	-0.423509685951746	2.02247609261991	1.68886916789066	-1.14836984321365	1.01948104213679	-0.242074723405699	-0.210468132004006	-0.830362886410967	-0.673056302108985	-0.28025164890052	1.11666499998018	-1.16906693051795	-1.82557741176992	0.318369190815107	-0.781050576002225	2.23576278839908	0.888099506640671	0.708945746550908	0.621637084147405	0.195116524856362	-0.727821381482967	-0.392276813231282	0.66819658263035	-0.875089539978039	-0.109065240936013	0.55413789738371	-0.395665359558821	-0.555250218272219	0.0679044953559067	-0.363502130147883	1.60295534204412	0.684717418730712	-1.40672849093962	0.80054931815114	-0.207557501738124	-2.23329706366749	-0.673993716961144	-0.455229547695998	-0.537219111210198	-0.28727369098414	1.55671924243597	-1.15238845412329	-0.0634073052878548
8	H	0.364345600121364	0.495018517419958	-1.68568305687646	0.203816046046409	0.0433095755784617	-1.22045873550996	-0.322662219161633	2.47359921814237	-0.625680785193472	-0.926384165927395	-1.64801421326973	0.863336142296638	-0.821942404656027	-0.173224345550953	-2.3660103767145	-0.44716755608607	-0.353901948701526	0.783751282437889	1.33311419835466	0.61964332757661	1.62513475771554	1.05603238964411	-0.621477083546607	-0.127551796200374	-0.324635335286424	0.708485588645159	-0.418792891036919	-0.173154270772323	0.315786764924031	0.138552468141836	-0.263838513191332	1.55464499682608	-0.760639182361111	1.87444750825924	-1.11334394957563	-0.822912092695566	1.77762498490206	-0.868460302971398	-2.15374618440104	0.648164907195936	-0.974289272083643	-0.787127347983772	-0.5711171192	-0.101111358619521	-0.275524878747518	1.70900513978841	-0.743161890773387	1.08158237479142	0.102306653428633	-0.379968277953768	1.06824348532496	0.297826130113488	-1.96886066325262	-0.106027232066602	-0.216039063872829	-2.6718070085657	0.487106991184858	1.25151160734553	-0.872681768648559	1.96970001754834	2.32082165579404	0.0585616024908772	-1.50091398407825	1.31136750756499	-0.0132644718185091	0.120439679609627	1.06136126946503	0.162118056416947	0.427328943901409	0.811719100574728	0.632975632737064	-1.95003006893728	0.92424331781958	-0.544224760442651	0.0125263710728673	2.18609405345925	1.09110369990768	-1.59692108448061	-0.038956675059083	-0.335619185189447	-0.0311816653133248	0.675860390712034
9	I	-0.769706540825016	-1.76126068090639	-2.73325527176083	-1.28624575228582	-1.67641708899967	0.707269138920942	0.797800647047286	-2.58147982818562	-0.666514963640247	-0.932243346224742	-0.553690759481584	-0.433684630284028	0.485692316082623	2.13986785529103	-0.107678994900823	1.16650852702336	0.0891201071702991	-0.633976474152479	-0.308507808145127	-1.80309203470161	1.25740868461188	0.0814324446805175	0.0813225868597404	-0.131538531910972	-0.0441770128723782	0.340223867844476	-0.207993031233987	-1.89202140006579	-0.544866160434997	1.30708756085287	-1.31127847551129	0.779306240438324	-0.43752853138171	-0.295831081980857	-0.26378182626998	-1.00310009622631	0.875886971023597	0.437234089950339	-0.930006812108183	0.786132212254413	0.628417237939972	1.01718625185038	-0.637753369761251	-1.01427818248886	-1.01345304030748	0.547620573151887	-0.106559923997703	0.403935394791787	0.2139356502648	-0.580738722571555	-0.815703064948616	-1.60349933797249	1.70458630889707	0.471234052365423	-0.834607928667126	-0.0299584791752547	1.99329874368289	1.80305687586425	-0.822498328149381	0.259376803998267	-1.43157198700395	1.02746062227906	-1.62224776781382	0.700945528480629	1.42536712860928	0.998785943683584	0.569079647661646	-2.24105475595528	0.0430229009401568	-1.97200772589693	0.81220029405946	-0.0979595032257713	1.21915300749279	0.644399883134641	-0.795345956778482	0.218056246935447	0.68025984344758	-1.01821125187352	-1.06358632710826	0.366552667691533	0.280290133213796	-0.489828746382861
10	J	0.176969155230778	-0.785848769747627	-1.10118413216073	-0.195696731021133	0.162671913938179	-1.25362466190053	1.57382574273246	-0.965836960054324	-0.813844608722306	-0.776097712631585	-0.919985964119447	-0.299271373670322	-0.174722748656028	-0.489400709712699	-0.387257864121354	0.226978434054462	-0.178262989275864	-0.879309112728347	-0.629986379405818	0.202988536184774	-0.350597779914835	-0.576266148792039	-1.54122514487607	0.0392463459593217	0.316094828220196	-1.08624772565724	0.658044608602055	-0.830522401457487	-1.42728587830923	-0.573727988685375	-1.03855060615909	-0.773155746581175	-0.39111082951441	0.15760558943993	1.54033352094873	0.0416517213759153	-0.436799924777042	-1.30608390037398	-0.435251908584067	1.5413996956311	0.0921426184653603	0.0142595922948175	1.21135909078491	0.393216606660708	-0.916335287835178	0.967733382863813	-0.424632573684244	0.200443130880214	0.0277396544897732	0.387465038548423	0.53487321416008	-1.07496438123061	0.492879830290356	-0.148896911828323	-0.33332486852101	0.0172964635844686	1.22066235641305	-1.51879320380396	-0.238473029521372	1.30193616349547	0.215180429399638	-0.417497856219974	2.14219877271488	-1.06126242784129	0.855129765315733	0.454140384698471	0.0651157961724333	0.642430809617897	-0.533959088379745	3.26856311482667	0.790144689095899	-0.108644472999322	0.678550568573029	0.873103530880801	-0.149763792807254	0.69894955181004	-1.94590779176985	-1.45982329025531	1.04623656441816	0.489818871417786	-1.59149360224461	1.68208665750484
